325	Stefan Conrad
326	Gunter Saake
327	Harald Schöning
328	Ilvio Bruder
329	Gerhard Weikum
330	Serge Demeyer
331	Andreas Geppert
332	Albert Endres
333	Hagen Höpfner
334	Can Türker
335	Birgitta König-Ries
336	Ulf Leser
337	Felix Naumann
338	Armin B. Cremers
339	Gerhard Heyer
340	Maurizio Martelli
341	Maurice Bruynooghe
342	Luís Moniz Pereira
343	Seif Haridi
344	Kenneth M. Kahn
345	Mats Carlsson
346	Stan Szpakowicz
347	Katsuhiko Nakamura
348	Ivan Futó
349	János Szeredi
350	Jorge B. Bocca
351	Michael Freeston
352	N. J. Fiddian
353	W. A. Gray
354	Bart Demoen
355	M. Howard Williams
356	Norman W. Paton
357	Peter M. D. Gray
358	Kotagiri Ramamohanarao
359	John Shepherd
360	James A. Thom
361	Justin Zobel
362	Carol Small
363	Laurent Vieille
364	Zbigniew Michalewicz
365	Donald Michie
366	Peter B. Andrews
367	Franz Baader
368	Leo Bachmair
369	Alan Bundy
370	Diego Calvanese
371	Giuseppe De Giacomo
372	Maurizio Lenzerini
373	Daniele Nardi
374	Xiao-Shan Gao
375	Edmund M. Clarke
376	Anatoli Degtyarev
377	Andrei Voronkov
378	Nachum Dershowitz
379	David A. Plaisted
380	Ulrich Furbach
381	Ilkka Niemelä
382	Ullrich Hustadt
383	Tanel Tammet
384	Reiner Hähnle
385	Reinhold Letz
386	Andreas Nonnengart
387	Christoph Weidenbach
388	Hans Jürgen Ohlbach
389	Maarten de Rijke
390	Dov M. Gabbay
391	Frank Pfenning
392	I. V. Ramakrishnan
393	R. C. Sekar
394	John Alan Robinson
395	Antonio Albano
396	Renzo Orsini
397	Enrico Nardelli
398	Maurizio Talamo
399	Dario Maio
400	Claudio Sartori
401	Maria Rita Scalas
402	Salvatore Orlando
403	Pasquale Rullo
404	Domenico Saccà
405	Witold Staniszkis
406	Christoph Beierle
407	Henri Beringer
408	Bruno De Backer
409	Egon Börger
410	Wolfram Burgard
411	Enrico Denti
412	Antonio Natali
413	Andrea Omicini
414	Hervé Gallaire
415	Gregor Meyer
416	Lutz Plümer
417	Leon Sterling
418	Marina Moscarini
419	Paolo Tiberio
420	Giuseppe Pelagatti
421	Giovanni Guida
422	Krzysztof R. Apt
423	Luc Boasson
424	Patrick Cousot
425	E. Allen Emerson
426	Carl A. Gunter
427	David S. Johnson
428	Paris C. Kanellakis
429	Richard M. Karp
430	Dexter Kozen
431	Nancy A. Lynch
432	Jan van Leeuwen
433	Thomas Lengauer
434	Paul M. B. Vitányi
435	Athanasios K. Tsakalidis
436	Robin Milner
437	John C. Mitchell
438	Peter D. Mosses
439	Ronald L. Rivest
440	Leslie G. Valiant
441	Jeffrey Scott Vitter
442	Martin Wirsing
443	Damian Niwinski
444	Paola Bonizzoni
445	Giancarlo Mauri
446	Max Dauchet
447	Sophie Tison
448	Irène Guessarian
449	Aravind K. Joshi
450	Helmut Seidl
451	Benjamin M. Brosgol
452	Robert Cartwright
453	Lawrence G. Roberts
454	Annie W. Shum
455	Ben Wegbreit
456	Robert Wilensky
457	Dan E. Willard
458	William M. Waite
459	Roger B. Dannenberg
460	François Pachet
461	Pierre-Yves Rolland
462	Jean-Gabriel Ganascia
463	Gerhard Widmer
464	Witold Abramowicz
465	Richard Chbeir
466	Yangjun Chen
467	Gianluigi Greco
468	Sergio Greco
469	Ester Zumpano
470	José Francisco Aldana Mon
471	Ulrich Schiel
472	Altigran Soares da Silva
473	Pável Calado
474	Rodrigo C. Vieira
475	Alberto H. F. Laender
476	David Taniar
477	J. Wenny Rahayu
478	Mario Piattini
479	Hendrik Decker
480	Jorge Horacio Doorn
481	Laura C. Rivero
482	Viviana E. Ferraggine
483	André Carlos Ponce Leon F
484	Teresa Bernarda Ludermir
485	Leandro Nunes de Castro
486	Chin-Chen Chang
487	Xiaowen Fang
488	Hock Chuan Chan
489	Bernard C. Y. Tan
490	Jae-Woo Chang
491	Damianos Chatziantoniou
492	Grigoris Antoniou
493	Vassilis Christophides
494	Dimitris Plexousakis
495	Kokou Yétongnon
496	Ari-Veikko Anttiroiko
497	Norman P. Archer
498	Xiaohui Liu
499	Ye-Sho Chen
500	Bin Zhang
501	Ugur Halici
502	Tzu-Chuan Chou
503	Lerina Aversano
504	Gerardo Canfora
505	Tamara Babaian
506	Tim Coltman
507	Stuart J. Barnes
508	Stephen M. Fiore
509	Shirley Ann Becker
510	France Belanger
511	Suzanne M. Embury
512	Jérôme Darmont
513	Mario A. Bochicchio
514	Nicola Fiore
515	Gee-Woo Bock
516	Young-Gul Kim
517	Ana Funes
518	Yuan Gao
519	Nir Kshetri
520	Simon Dixon
521	Brian Dobing
522	Jeffrey Parsons
523	John M. Carroll
524	Lisa J. Burnell
525	Schahram Dustdar
526	Rino Falcone
527	Cristiano Castelfranchi
528	Jatinder N. D. Gupta
529	Giancarlo Fortino
530	Stuart D. Galup
531	Ronald Dattero
532	Aryya Gangopadhyay
533	Odej Kao
534	Susan E. George
535	Michael N. Huhns
536	George M. Giaglis
537	Paul H. Leng
538	Gina Green
539	John Day
540	Craig Van Slyke
541	Babita Gupta
542	Lakshmi S. Iyer
543	Ramzi A. Haraty
544	Kate M. Kaiser
545	José Fernando Díez Higuer
546	Francisco Javier Díaz Per
547	Karim K. Hirji
548	Murray Turoff
549	Jyh-haw Yeh
550	Maria-Eugenia Iacob
551	Marijn Janssen
552	Paul Johannesson
553	Epaminondas Kapetanios
554	J. Roberto Evaristo
555	Stefanos D. Kollias
556	Frank E. Ritter
557	Dimitrios Katsaros
558	Yannis Manolopoulos
559	Xiaotong Li
560	Harold W. Webb
561	Marios C. Angelides
562	In Lee
563	Jinyoul Lee
564	Ned Kock
565	Chris R. Chatwin
566	Wilfried Lemahieu
567	Vladimir A. Kulyukin
568	John Nicholson
569	Kuldeep Kumar
570	Hong Va Leong
571	Fay Cobb Payton
572	Sai Ho Kwok
573	Xue Li
574	Moez Limayem
575	Wendy T. Lucas
576	Keith C. C. Chan
577	Mihir A. Parikh
578	Alexandros Nanopoulos
579	Tadeusz Morzy
580	Marek Wojciechowski
581	Maciej Zakrzewicz
582	Detmar W. Straub
583	Michael E. Whitman
584	Simpson Poon
585	Roger McHaney
586	Elaheh Pourabbas
587	Denise Johnson McManus
588	Alex Alves Freitas
589	Giuseppe Pozzi
590	Fabio A. Schreiber
591	Letizia Tanca
592	Hércules Antonio do Prado
593	José Palazzo Moreira de O
594	Leandro Krug Wives
595	Stanley Loh
596	Xiannong Meng
597	Zhixiang Chen
598	Kerrie L. Mengersen
599	Maurizio Rafanelli
600	Lawrence L. Schkade
601	Jo Ellen Moore
602	Lisa A. Burke
603	Sanjay Kumar Madria
604	Mukesh K. Mohania
605	Graeme Richards
606	Beatriz de la Iglesia
607	R. Kelly Rainer Jr.
608	David Gefen
609	Mirek Riedewald
610	Divyakant Agrawal
611	Amr El Abbadi
612	Venu K. Murthy
613	E. V. Krishnamurthy
614	Peter Rittgen
615	Marco Roccetti
616	Stefano Ferretti
617	Fred Niederman
618	Gustavo Rossi
619	Daniel Schwabe
620	Richi Nayak
621	Christophe Nicolle
622	Eric Pardede
623	Joseph A. Konstan
624	John Riedl
625	Jo Ann Oravec
626	Norman F. Schneidewind
627	George Pallis
628	Athena Vakali
629	Niki Panteli
630	Cristóbal Pareja-Flores
631	J. Ángel Velázquez-Iturbi
632	Arun Rai
633	Peretz Shoval
634	Judith C. Simon
635	Janice C. Sipior
636	Arnor Solberg
637	Thomas F. Stafford
638	Zoran Stojanovic
639	Ramesh Subramanian
640	Shamik Sural
641	Arun K. Majumdar
642	Leonardo Tininini
643	Eileen M. Trauth
644	Olga De Troyer
645	Andrew Urbaczewski
646	Jari Veijalainen
647	Mathias Weske
648	Bala Srinivasan
649	Zhen Wen
650	Thomas S. Huang
651	Carla Wilkin
652	Jenq-Foung Yao
653	Victoria Y. Yoon
654	Ruidong Zhang
655	Fadi P. Deek
656	Louise E. Moser
657	P. M. Melliar-Smith
658	José Hernández-Orallo
659	Boanerges Aleman-Meza
660	Christian Halaschek-Wiene
661	Ismailcem Budak Arpinar
662	Reda Alhajj
663	Faruk Polat
664	Zakaria Maamar
665	José A. Alonso-Jiménez
666	Joaquín Borrego-Díaz
667	Antonia M. Chávez-Gonzále
668	Antonio Badia
669	Francesc D. Muñoz-Escoí
670	Gonzalo Navarro
671	Kjetil Nørvåg
672	Peter Baumann
673	Shin Parker
674	Zhengxin Chen
675	Indranil Bose
676	Zdzislaw Pawlak
677	Lech Polkowski
678	Andrzej Skowron
679	William Perrizo
680	Qiang Ding
681	Masum Serazi
682	Taufik Abidin
683	Baoying Wang
684	Alejandro P. Buchmann
685	Giuseppe Polese
686	Vincenzo Deufemia
687	Gennaro Costagliola
688	Christoph Bussler
689	Luiz Camolesi Jr.
690	Mario Cannataro
691	Sophie Cluet
692	Giuseppe Tradigo
693	Pierangelo Veltri
694	Dan Vodislav
695	Karthikeyan Ramasamy
696	Prasad M. Deshpande
697	Shi-Kuo Chang
698	Albrecht Schmidt 0002
699	Stefan Manegold
700	Martin L. Kersten
701	George Roussos
702	Yong Shi
703	David G. Schwartz
704	Reynold Cheng
705	Sunil Prabhakar
706	InduShobha N. Chengalur-S
707	Fabrizio Sebastiani
708	Mariano Cilia
709	Cyrus Shahabi
710	Farnoush Banaei Kashani
711	Antonio Corral
712	Michael Vassilakopoulos
713	Alkis Simitsis
714	Panos Vassiliadis
715	Timos K. Sellis
716	Ioannis Samoladas
717	Ioannis Stamelos
718	Christos Berberidis
719	Ioannis P. Vlahavas
720	Heiner Stuckenschmidt
721	Menzo Windhouwer
722	Phalguni Gupta
723	Fernando Ferri
724	Ludger Fiege
725	Sergio Flesca
726	Filippo Furfaro
727	Ahmed Seffah
728	Cristina Sirangelo
729	Irina Trubitsyna
730	Maria Kontaki
731	Apostolos N. Papadopoulos
732	Georgia Koutrika
733	Murali Mani
734	Talel Abdessalem
735	Cédric du Mouza
736	Philippe Rigaux
737	Margaret H. Dunham
738	Zhigang Li
739	Jie Huang
740	Hans-Peter Kriegel
741	Martin Pfeifle
742	Marco Pötke
743	Thomas Seidl
744	Jost Enderle
745	Claudia Bauzer Medeiros
746	Nikos Mamoulis
747	Yannis Theodoridis
748	Dimitris Papadias
749	Geneviève Jomier
750	Peggy Agouris
751	Anthony Stefanidis
752	Jose Ramon Rios Viqueira
753	Michail Vlachos
754	Marios Hadjieleftheriou
755	Eamonn J. Keogh
756	Dimitrios Gunopulos
757	Junmei Wang
758	Wynne Hsu
759	Mong-Li Lee
760	Ouri Wolfson
761	Eduardo Mena
762	Katerina Raptopoulou
763	Andrea Calì
764	Domenico Lembo
765	Riccardo Rosati
766	Curtis E. Dyreson
767	Francesco M. Malvestuto
768	Alberto O. Mendelzon
769	Alejandro A. Vaisman
770	Stefano Paraboschi
771	Giuseppe Sindoni
772	Elena Baralis
773	Ernest Teniente
774	Riccardo Torlone
775	Pär J. Ågerfalk
776	Göran Goldkuhl
777	Lars Bækgaard
778	Zhan Cui
779	Michael Cox
780	Peter Z. Revesz
781	Jan L. G. Dietz
782	Dina Goren-Bar
783	Harri Oinas-Kukkonen
784	Marcela Genero
785	Francisco Ruiz
786	Matti Rossi
787	Keng Siau
788	Bernhard Strauch
789	Robert Winter
790	Joonhee Yoo
791	Michael Bieber
792	Peter Zoller
793	Ashley A. Bush
794	Sandeep Purao
795	Brian Henderson-Sellers
796	Martin Gogolla
797	Dina Q. Goldin
798	Jing Liu
799	Sandra Slaughter
800	P. Gupta
801	Akhilesh Bajaj
802	Ramayya Krishnan
803	Michel Schneider
804	Dov Dori
805	Trevor H. Jones
806	Il-Yeol Song
807	Frédérique Laforest
808	Nectaria Tryfona
809	James A. Rodger
810	Parag C. Pendharkar
811	Qing Cao
812	Jung-Ho Ahn
813	Hyoung-Joo Kim
814	Chiang Lee
815	Latifur Khan
816	Dennis McLeod
817	Ling Liu
818	Calton Pu
819	Salvatore T. March
820	Wilfred Ng
821	Mark Levene
822	Balaji Rajagopalan
823	Ravindra Krovi
824	Roy Gelbard
825	Israel Spiegler
826	Nashat Mansour
827	Bassel Daou
828	Ákos Lédeczi
829	Péter Völgyesi
830	Wai Yin Mok
831	V. Ramesh
832	Maarten van Steen
833	Evangelia Kavakli
834	Pericles Loucopoulos
835	Xiaomeng Su
836	Peter F. Green
837	Michael Rosemann
838	Nick Bassiliades
839	Athman Bouguettaya
840	Brahim Medjahed
841	Mourad Ouzzani
842	Elena Ferrari
843	Esther Gelle
844	Zahir Tari
845	Michael Ley
846	Klaus-Dieter Althoff
847	Elisabeth André
848	Jürgen Angele
849	Bertram Ludäscher
850	Ralf Möller
851	Andreas Myka
852	Ralph Bergmann
853	Andrea Neufeld
854	Christoph Breitner
855	Yong Cao
856	Grit Denker
857	Bernd-Uwe Pagel
858	Klaus Peithner
859	Wolfgang Ertel
860	Joachim Reinert
861	Klaus Fischer
862	Rainer Gallersdörfer
863	Carsten Andreas Gerlhof
864	Fernando de Ferreira Reze
865	Michael Gertz
866	Werner Geyer
867	Norbert Ritter
868	Michael Rys
869	Roger Günthör
870	Günter Sauter
871	Ingo Schmitt
872	Hans Schuster
873	Jochen Heinsohn
874	Uwe Herzog
875	Markus Hofmann
876	Günther Specht
877	Martin Staudt
878	Michael Steinbrunn
879	Manfred A. Jeusfeld
880	Dirk Jonscher
881	Michael Kaiser
882	Paul-Thomas Kandzia
883	Joachim Thomas
884	Hans-Dirk Walter
885	Gerhard Weiß
886	Natalija Krivokapic
887	Dirk Wodtke
888	Franz Kummert
889	Wolfram Wöß
890	Longin Jan Latecki
891	Albert Maier
892	Andreas Zachmann
893	Volker Markl
894	Byoung-Tak Zhang
895	Jun Zhao
896	Shawn Bowers
897	Lois M. L. Delcambre
898	Jérôme Euzenat
899	Marta Sabou
900	Alexandra Poulovassilis
901	Alexander Felfernig
902	Gerhard Friedrich
903	Dietmar Jannach
904	Markus Stumptner
905	Markus Zanker
906	Dongwon Lee
907	Wesley W. Chu
908	Borys Omelayenko
909	Derek H. Sleeman
910	David Robertson
911	Dorian Suc
912	Isabelle Moulinier
913	Gustavo Alonso
914	C. Mohan
915	Paul Ammann
916	Indrakshi Ray
917	Eman Anwar
918	Sharma Chakravarthy
919	Marisa S. Viveros
920	Roger S. Barga
921	Laurent Daynès
922	Malcolm P. Atkinson
923	Christof Hasse
924	Abdelsalam Helal
925	Marian H. Nodine
926	Ahmed K. Elmagarmid
927	Nandit Soparkar
928	Luigi V. Mancini
929	Indrajit Ray
930	Cris Pedregal Martin
931	Krithi Ramamritham
932	Andreas Reuter
933	Jayavel Shanmugasundaram
934	Arvind Nithrakashyap
935	Rajendran M. Sivasankaran
936	Ming Xiong
937	Devashish Worah
938	Philippe Besnard
939	Luis Fariñas del Cerro
940	Anthony Hunter
941	Piero P. Bonissone
942	Patrick Bosc
943	Henri Prade
944	Robert Demolombe
945	Max Henrion
946	David Heckerman
947	Frank Olken
948	Doron Rotem
949	E. H. Mamdani
950	Gregory Piatetsky-Shapiro
951	Philippe Smets
952	Rudolf Kruse
953	Howard R. Turtle
954	W. Bruce Croft
955	Esteban Zimányi
956	Alain Pirotte
957	Michel E. Adiba
958	Donald A. Adjeroh
959	Soon Myoung Chung
960	Stacie Hibino
961	Elke A. Rundensteiner
962	Ahmed Karmouch
963	Rune Hjelsvold
964	Roger Midtstraum
965	Olav Sandstå
966	Taeck-Geun Kwon
967	Sukho Lee
968	Cyril U. Orji
969	Heiko Thimm
970	Wolfgang Klas
971	Michalis Vazirgiannis
972	Manuel Alfonseca
973	Juan de Lara
974	Ricardo Conejo
975	Jesus Boticario
976	Estrella Pulido
977	José-Luis Pérez-de-la-Cru
978	Ignacio Aedo
979	Pablo Castells
980	María-Victoria Belmonte
981	Enrique Soler
982	Julio Abascal
983	José Valdeni de Lima
984	Michael D. Soo
985	Nick Kline
986	Wolfgang Käfer
987	John F. Roddick
988	Tomás Isakowitz
989	Benjamin Bustos
990	Zhenyu Liu
991	Wenlei Mao
992	Levent Ertöz
993	Sudipto Guha
994	Rajeev Rastogi
995	Kyuseok Shim
996	Ah-Hwee Tan
997	Chew Lim Tan
998	Sam Yuan Sung
999	Steven Noel
1000	Vijay V. Raghavan
1001	Chee-Hung Henry Chu
1002	Zhao Li
1003	Tok Wang Ling
1004	Ji-Rong Wen
1005	HongJiang Zhang
1006	Yiyu Yao
1007	Beng Chin Ooi
1008	Ron Sacks-Davis
1009	Kian-Lee Tan
1010	Boris Shidlovsky
1011	Filippo Cacace
1012	George Jyh-Shian Chang
1013	Jason Tsong-Li Wang
1014	Vassilis J. Tsotras
1015	Arantza Illarramendi
1016	Alistair Moffat
1017	Andrew Turpin
1018	Mendel Rosenblum
1019	Richard Y. Wang
1020	Yang W. Lee
1021	Terence R. Smith
1022	Klemens Böhm
1023	Susanne Boll
1024	Francine Chen
1025	Marti A. Hearst
1026	Jan O. Pedersen
1027	Chih-Cheng Hsu
1028	Ion Tim Ieong
1029	Ricky K. Taira
1030	Pamela Drew
1031	William I. Grosky
1032	Farshad Fotouhi
1033	Oliver Günther
1034	Agnès Voisard
1035	Ramesh Jain
1036	Yasushi Kiyoki
1037	Thomas D. C. Little
1038	Gulrukh Ahanger
1039	Peter Schäuble
1040	Sameet Agarwal
1041	César A. Galindo-Legaria
1042	Goetz Graefe
1043	Michael J. Zwilling
1044	Charles E. Leiserson
1045	Håkan Jakobsson
1046	Sriram Padmanabhan
1047	Francesco Bergadano
1048	Attilio Giordana
1049	Lorenza Saitta
1050	Filippo Brancadori
1051	Davide De Marchi
1052	Yandong Cai
1053	Nick Cercone
1054	Jiawei Han
1055	Andrew K. C. Wong
1056	Meng Chang Chen
1057	Lawrence McNamee
1058	Christopher J. Matheus
1059	Brian R. Gaines
1060	Avelino J. Gonzalez
1061	Harley R. Myler
1062	Massood Towhidnejad
1063	Frederic D. McKenzie
1064	Robin R. Kladke
1065	Willi Klösgen
1066	Kenneth A. Kaufman
1067	Ryszard S. Michalski
1068	Larry Kerschberg
1069	James R. Slagle
1070	Yves Kodratoff
1071	Daniel E. O'Leary
1072	Edwin P. D. Pednault
1073	Jeffrey C. Schlimmer
1074	Tom M. Mitchell
1075	John P. McDermott
1076	Michael Siegel
1077	Edward Sciore
1078	Barry G. Silverman
1079	Padhraic Smyth
1080	Rodney M. Goodman
1081	Ramasamy Uthurusamy
1082	Usama M. Fayyad
1083	W. Scott Spangler
1084	Ronald R. Yager
1085	Wojciech Ziarko
1086	Jan M. Zytkow
1087	Rakesh Agrawal
1088	Ramakrishnan Srikant
1089	Hannu Toivonen
1090	A. Inkeri Verkamo
1091	Chidanand Apté
1092	Se June Hong
1093	Donald J. Berndt
1094	Ronald J. Brachman
1095	Tej Anand
1096	Wray L. Buntine
1097	Peter Cheeseman
1098	John Stutz
1099	Saso Dzeroski
1100	John F. Elder IV
1101	Daryl Pregibon
1102	S. George Djorgovski
1103	Nicholas Weir
1104	Isabelle Guyon
1105	Vladimir Vapnik
1106	Yongjian Fu
1107	Marcel Holsheimer
1108	Chun-Nan Hsu
1109	Craig A. Knoblock
1110	Wei-Min Shen
1111	KayLiang Ong
1112	Bharat G. Mitbander
1113	Carlo Zaniolo
1114	Evangelos Simoudis
1115	Brian Livezey
1116	Randy Kerber
1117	Michael C. Burl
1118	Pietro Perona
1119	Robert Zembowicz
1120	Fabio Casati
1121	Stephen W. Liddle
1122	David W. Embley
1123	Rokia Missaoui
1124	Robert Godin
1125	Moira C. Norrie
1126	Mike P. Papazoglou
1127	Willem-Jan van den Heuvel
1128	Bernd J. Krämer
1129	Christine Parent
1130	Stefano Spaccapietra
1131	Michael Schrefl
1132	Maguelonne Teisseire
1133	Pascal Poncelet
1134	Rosine Cicchetti
1135	Dino Pedreschi
1136	Franco Turini
1137	Michael Hanus
1138	Joxan Jaffar
1139	Patricia M. Hill
1140	Rodney W. Topor
1141	Dean Jacobs
1142	Thom W. Frühwirth
1143	Ehud Y. Shapiro
1144	Katherine A. Yelick
1145	Gul Agha
1146	Carl Hewitt
1147	Daniel G. Bobrow
1148	Mark S. Miller
1149	José Meseguer
